,game_id,genres,tags,release_date,rating
13294,397310,"['Indie', 'Action', 'RPG']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'RPG', 'Co-op', 'Online Co-Op', 'Online multiplayer', 'Early Access', 'Nudity', 'Dungeon Crawler']",2016-08-16,0.0
13295,102700,['Action'],"['Singleplayer', 'Steam Achievements', 'Multiplayer', 'steam-trading-cards', 'Co-op', 'Open World', 'First-Person', 'Horror', 'FPS', 'Online Co-Op', 'Funny', 'Gore', 'Survival', 'Free to Play', 'Online multiplayer', 'Controller', 'Zombies', 'Military']",2011-06-14,1.59
13296,1532710,[],['jam'],2019-06-13,0.0
13297,328070,"['Indie', 'Action']","['Multiplayer', 'First-Person', 'FPS', 'Steam Leaderboards', 'Online multiplayer', 'stats', 'Steam Workshop', 'Includes level editor', 'In-App Purchases', 'Fast-Paced', 'Competitive', 'Arena Shooter']",2017-03-08,3.15
13298,429540,"['Strategy', 'Massively Multiplayer']","['Singleplayer', 'steam-trading-cards', 'Fantasy', 'Survival', 'Free to Play', 'Tactical', 'Cross-Platform Multiplayer', 'In-App Purchases', 'RTS', 'Competitive', 'mmo', 'Tower Defense', 'Card Game', 'Real Time Tactics']",2018-11-29,2.64
13299,203750,[],['jam'],2019-06-13,0.0
13300,483970,[],['jam'],2019-06-13,0.0
13301,44340,"['Shooter', 'Strategy', 'Action']","['Singleplayer', 'Multiplayer', 'Co-op', 'Open World', 'cooperative', 'First-Person', 'FPS', 'Tactical', 'War', 'Realistic', 'Military']",2011-04-19,2.66
13302,534690,[],"['VR', 'Utilities', 'Video Production']",2016-10-06,0.0
13303,504310,[],['jam'],2019-06-13,0.0
13304,545270,[],['jam'],2019-06-13,0.0
13305,1475810,['Action'],"['Singleplayer', 'Steam Achievements', 'Full controller support', 'Atmospheric', 'Steam Cloud', 'Story Rich', 'Open World', 'First-Person', 'Horror', 'FPS', 'Exploration', 'Action-Adventure', 'exclusive', 'Captions available', 'Mystery', 'Realistic', 'VR', 'Cyberpunk', 'combat', 'Surreal', 'Lore-Rich', 'Dating Sim', 'Supernatural']",2022-03-24,3.6
13306,311860,"['Indie', 'Adventure', 'RPG', 'Simulation']","['Singleplayer', 'RPG', 'Sci-fi', 'Fantasy', 'Pixel Graphics', 'JRPG', 'MMORPG', 'RPGMaker', 'RPG Maker', 'Hacking']",2014-07-21,2.05
13307,762220,[],['jam'],2019-06-13,0.0
13308,61600,['Platformer'],"['2D', 'Difficult']",2021-10-26,0.0
13309,718330,[],['jam'],2019-06-13,0.0
13310,390660,"['Indie', 'Action']","['Singleplayer', 'Partial Controller Support', 'Side Scroller']",2015-08-10,0.0
13311,431810,['Adventure'],[],1997-01-01,0.0
13312,4920,['Platformer'],"['2D', 'Difficult']",2021-10-26,0.0
13313,1020470,"['Adventure', 'Action', 'RPG', 'Casual', 'Arcade', 'Indie']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'RPG']",2019-02-07,3.51
13314,1175460,[],['jam'],2019-06-13,0.0
13315,397940,"['Casual', 'Indie', 'Adventure', 'Simulation']","['Singleplayer', 'steam-trading-cards']",2015-09-30,3.5
13316,776960,[],['jam'],2019-06-13,0.0
13317,800200,[],['jam'],2019-06-13,0.0
13318,559210,[],['jam'],2019-06-13,0.0
13319,588180,[],['jam'],2019-06-13,0.0
13320,434170,"['Casual', 'Strategy', 'Indie']","['Singleplayer', 'Steam Achievements', 'Multiplayer', 'Steam Cloud', 'steam-trading-cards', 'Co-op', 'cooperative', 'Partial Controller Support', 'Horror', 'Funny', 'Comedy', 'Local Multiplayer', 'Family Friendly', 'party', 'Board Game']",2016-10-17,4.21
13321,361280,"['Strategy', 'Indie', 'Simulation']","['Singleplayer', 'Steam Achievements', 'Steam Cloud', 'steam-trading-cards', '2D', 'Management', 'Economy', 'Western']",2016-06-01,3.45
13322,252370,"['Indie', 'Adventure', 'RPG']","['Singleplayer', 'Steam Achievements', 'steam-trading-cards', 'Story Rich', '2D', 'Pixel Graphics', 'Point & Click', 'Short', 'Commentary available', 'Noir']",2013-08-14,3.2
13323,612610,[],['jam'],2019-06-13,0.0
13324,256010,"['Strategy', 'Indie', 'RPG']","['Singleplayer', 'steam-trading-cards', 'RPG', 'Tactical', 'Steam Workshop', 'Includes level editor', 'Turn-Based', 'Isometric', 'Turn-Based Strategy', 'Kickstarter']",2014-10-21,2.59
13325,42670,[],['jam'],2019-06-13,0.0
13326,410700,"['Shooter', 'Action', 'RPG']","['Singleplayer', 'Atmospheric', 'steam-trading-cards', 'Great Soundtrack', 'RPG', 'Story Rich', 'First-Person', 'Sci-fi', 'Horror', 'FPS', 'Classic', 'Pixel Graphics', 'Retro', 'Dark', 'Space', 'Cyberpunk', 'Metroidvania', ""1990's"", 'Cult Classic', 'Immersive Sim', 'puzzle-elements', 'dark-sci-fi', '1st-person-perspective', 'dark sci-fi']",1994-09-23,3.98
13327,499440,[],['jam'],2019-06-13,0.0
13328,2175210,"['Adventure', 'Action']","['Singleplayer', 'Atmospheric', 'Story Rich', 'Open World', 'First-Person', 'Exploration', 'Sandbox', 'Survival', 'Stealth', 'Action-Adventure', 'Survival Horror', 'Crafting', 'Realistic', 'Walking Simulator', 'Hunting', 'Open World Survival Craft', 'cooking', 'Кулинария']",2023-02-15,0.0
13329,280560,['Platformer'],"['2D', 'Difficult']",2021-10-26,0.0
13330,976730,"['Adventure', 'Action']","['Singleplayer', 'Multiplayer', 'Atmospheric', 'Great Soundtrack', 'Co-op', 'Story Rich', 'cooperative', 'First-Person', 'Sci-fi', 'Horror', 'FPS', 'Online Co-Op', 'Classic', 'Online multiplayer', 'Space', 'Aliens', 'Lore-Rich', 'Epic', 'Masterpiece', 'Beautiful']",2014-11-11,4.26
13331,823360,[],['jam'],2019-06-13,0.0
13332,559640,[],['VR'],2021-03-05,0.0
13333,235800,['Indie'],"['Singleplayer', 'Multiplayer', 'Full controller support', 'Great Soundtrack', 'Difficult', 'Split Screen', 'Local Co-Op', 'Controller', 'Local Multiplayer', 'Steam Workshop', 'Anime', 'Moddable', 'exclusive', 'Colorful', 'true exclusive', 'Music', 'Procedural Generation', 'Rhythm', 'Mouse only', 'Music-Based Procedural Generation']",2015-05-26,3.84
13334,246920,"['Indie', 'Action']","['Steam Achievements', 'Multiplayer', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', 'stats', 'Steam Workshop', 'Early Access', 'Includes level editor', 'Cross-Platform Multiplayer', 'Voxel']",2015-07-31,0.0
13335,364750,['Indie'],"['Singleplayer', 'Hacking']",2015-05-11,0.0
13336,462620,"['Indie', 'Adventure']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'steam-trading-cards', '2D', 'Pixel Graphics']",2016-12-08,4.5
13337,1225110,[],['jam'],2019-06-13,0.0
13338,38410,['RPG'],"['Singleplayer', 'Atmospheric', 'Steam Cloud', 'Great Soundtrack', 'RPG', 'Story Rich', 'Open World', '2D', 'Sci-fi', 'Classic', 'Exploration', 'Sandbox', 'Retro', 'role-playing', 'Turn-Based', 'Post-apocalyptic', 'Replay Value', 'Isometric', 'Dark Humor', 'Turn-Based Combat', 'CRPG']",1998-09-30,4.36
13339,1370050,"['Platformer', 'Adventure', 'Action']","['Singleplayer', 'Steam Achievements', 'Full controller support', 'Atmospheric', 'Steam Cloud', 'Story Rich', 'Third Person', 'Violent', 'Action-Adventure', 'Hack and Slash', 'Side Scroller', 'Historical', 'Cinematic', 'combat', 'Steam Trading Cards', 'Drama', 'Stylized', 'Narration', 'Demons', 'Ninja', 'Swordplay', 'Martial Arts']",2022-05-05,3.5
